Name,Year,Student Number,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Status,Subject_6,Subject_7,Subject_8,Final Grade,Subjects Failed,Homework,Time Allocation,Reading and Note Taking,Study Period Procedures,Examination,Teachers Consultation
Michael Benjamin,1,24680094,4.0,1.75,1.75,1.25,2.25,Irregular,,,,2.07,1,,,,,,
Frank Carlson,1,24957216,3.0,1.0,2.5,1.5,1.25,Regular,,,,1.77,0,,,,,,
George Hernandez,1,24793568,4.0,4.0,1.25,3.0,3.0,Irregular,,,,2.98,2,,,,,,
Tyler Richardson,1,24082892,1.75,2.75,1.0,2.25,4.0,Irregular,,,,2.39,1,,,,,,
John Lewis,1,24784585,1.5,5.0,1.5,1.0,2.25,Irregular,,,,2.3,1,,,,,,
Christine Horn,2,23111590,1.25,3.0,1.25,5.0,4.0,Irregular,1.5,1.75,3.0,2.65,2,,,,,,
Austin Farley,2,23706245,3.0,2.25,1.5,5.0,1.25,Irregular,1.25,1.25,1.5,2.09,1,,,,,,
Colin Francis,2,23558151,1.25,3.0,1.25,3.0,1.25,Regular,1.0,1.25,1.75,1.74,0,,,,,,
Mr. Jeffrey Johnson,3,22382873,5.0,2.0,4.0,3.0,1.0,Irregular,1.5,2.75,,2.75,2,,,,,,
Ralph Velez,3,22944079,4.0,1.0,2.25,1.0,1.25,Irregular,1.25,1.75,,1.79,1,,,,,,
Joshua Andrews,3,22898422,2.25,2.75,2.25,2.0,1.0,Regular,1.75,1.75,,1.96,0,,,,,,
Jeffrey Powell,2,23892468,5.0,1.25,1.75,5.0,1.5,Irregular,4.0,2.25,5.0,3.14,4,,,,,,
Christopher Kennedy,2,23318284,5.0,1.5,1.75,2.0,5.0,Irregular,1.0,3.0,1.0,2.42,2,,,,,,
Ronald Murray,3,22290725,1.75,1.0,3.0,2.5,1.75,Irregular,3.0,4.0,,2.43,1,,,,,,
Ashley Scott,4,21990050,4.0,2.5,2.5,1.5,1.0,Irregular,,,,2.3,1,,,,,,
Erin Matthews,4,21001412,2.0,2.75,2.25,5.0,2.25,Irregular,,,,2.85,1,,,,,,
Zachary Martinez,4,21414242,2.25,2.0,3.0,2.0,2.5,Regular,,,,2.35,0,,,,,,
Joe Mitchell,3,22802401,4.0,1.0,3.0,2.25,2.0,Irregular,5.0,2.75,,2.86,2,,,,,,
Amanda Reeves,1,24476546,4.0,1.75,5.0,2.25,2.0,Irregular,,,,2.93,2,,,,,,
Christopher King,1,24566854,1.0,2.75,2.75,2.75,2.75,Regular,,,,2.5,0,,,,,,
Tiffany Bruce,4,21473797,5.0,2.0,2.75,1.5,1.75,Irregular,,,,2.6,1,,,,,,
John Waters,4,21671007,1.75,2.25,1.25,2.25,2.75,Regular,,,,2.05,0,,,,,,
Erika Bridges,2,23727665,5.0,2.75,1.25,1.75,1.5,Irregular,5.0,2.25,1.0,2.46,2,,,,,,
Christopher Blankenship,4,21592589,3.0,2.75,2.5,1.75,2.25,Regular,,,,2.45,0,,,,,,
Lance Evans,2,23909604,1.25,2.0,2.25,4.0,3.0,Irregular,2.0,2.5,2.5,2.49,1,,,,,,
Tara Russell,1,24655785,3.0,2.0,2.5,5.0,4.0,Irregular,,,,3.32,2,,,,,,
Rachel Wilson,4,21342526,2.75,1.5,2.25,2.0,2.25,Regular,,,,2.15,0,,,,,,
Nathan Roman,2,23617235,1.5,3.0,1.5,1.0,2.5,Regular,2.5,1.0,1.25,1.79,0,,,,,,
Melissa Hall,4,21439678,1.5,2.0,2.75,5.0,1.25,Irregular,,,,2.5,1,,,,,,
Robert Rodriguez,4,21543898,3.0,2.5,1.25,2.0,1.5,Regular,,,,2.05,0,,,,,,
Carlos Hopkins,3,22135869,3.0,2.75,1.0,2.0,4.0,Irregular,2.5,1.75,,2.43,1,,,,,,
Tammy Hendricks,2,23419548,2.0,2.0,1.25,2.0,1.75,Irregular,5.0,1.25,1.0,2.03,1,,,,,,
Perry Hall,3,22233095,2.5,1.0,1.75,4.0,3.0,Irregular,2.75,5.0,,2.86,2,,,,,,
Darrell James,4,21828269,2.75,1.75,4.0,1.25,2.75,Irregular,,,,2.5,1,,,,,,
William Anderson,1,24278822,5.0,5.0,2.25,1.0,2.25,Irregular,,,,2.96,2,,,,,,
Michael Moore,2,23638791,2.0,3.0,2.75,1.5,1.25,Regular,1.25,1.25,3.0,2.0,0,,,,,,
Miguel Fowler,1,24998368,5.0,1.25,2.5,4.0,2.0,Irregular,,,,2.8,2,,,,,,
Caleb Young,1,24420273,1.25,5.0,1.25,4.0,4.0,Irregular,,,,3.23,3,,,,,,
Christian Smith,3,22697559,1.25,1.75,2.0,1.25,2.25,Regular,1.25,2.25,,1.71,0,,,,,,
Melissa Carlson,4,21859711,2.25,1.75,5.0,2.5,5.0,Irregular,,,,3.3,2,,,,,,
Kayla Jones,3,22944168,1.5,5.0,1.75,4.0,2.5,Irregular,1.0,1.75,,2.5,2,,,,,,
Deborah Fox,1,24830248,4.0,2.5,1.75,2.5,2.75,Irregular,,,,2.61,1,,,,,,
Thomas Brewer,3,22421226,2.0,4.0,1.25,4.0,2.75,Irregular,2.5,1.75,,2.61,2,,,,,,
Cheryl Ramirez,1,24813096,1.75,1.0,2.25,3.0,2.5,Regular,,,,2.12,0,,,,,,
Sara Yates,4,21776482,5.0,4.0,4.0,2.5,3.0,Irregular,,,,3.7,3,,,,,,
Jeffrey Wade,2,23661722,4.0,1.0,2.0,3.0,5.0,Irregular,1.25,1.5,2.5,2.47,2,,,,,,
Renee King,4,21118455,2.75,1.75,2.75,2.25,2.25,Regular,,,,2.35,0,,,,,,
Karen Mcgrath,1,24291441,2.75,1.0,1.75,1.25,5.0,Irregular,,,,2.32,1,,,,,,
Joshua Mueller,3,22472564,2.0,2.0,1.0,2.75,2.5,Regular,2.25,1.5,,2.0,0,,,,,,
Ashley Ball,3,22776901,1.25,2.5,2.75,2.0,1.5,Irregular,1.0,5.0,,2.29,1,,,,,,
Angel Charles DDS,3,22229908,1.5,5.0,4.0,3.0,2.5,Irregular,2.0,3.0,,3.0,2,,,,,,
Robert Martin,1,24472332,1.25,1.25,4.0,1.75,1.75,Irregular,,,,2.05,1,,,,,,
Christine Bullock,3,22687788,2.25,3.0,2.5,1.0,2.25,Irregular,4.0,1.0,,2.29,1,,,,,,
Jason Gray,4,21811928,2.25,1.75,2.0,5.0,2.25,Irregular,,,,2.65,1,,,,,,
Terry Baker,4,21143984,1.5,2.0,2.25,1.75,1.25,Regular,,,,1.75,0,,,,,,
Taylor Glenn,3,22690757,2.75,5.0,2.25,2.0,2.25,Irregular,3.0,2.75,,2.86,1,,,,,,
Steve Bennett,3,22951969,5.0,2.5,1.5,2.0,2.0,Irregular,2.75,2.75,,2.64,1,,,,,,
Heidi Boone,2,23817287,1.5,1.0,4.0,3.0,3.0,Irregular,1.25,1.5,1.25,2.09,1,,,,,,
Chad Delgado,2,23277058,2.5,2.0,1.75,1.5,5.0,Irregular,1.0,2.25,3.0,2.37,1,,,,,,
Angela Collins,4,21008910,5.0,1.75,2.5,1.75,2.5,Irregular,,,,2.7,1,,,,,,
Gordon Ramirez,2,23587126,3.0,4.0,2.25,1.5,1.25,Irregular,1.75,2.0,2.75,2.28,1,,,,,,
Michelle Anderson,2,23322156,2.25,3.0,1.0,2.0,1.75,Irregular,5.0,1.0,1.25,2.15,1,,,,,,
Bryan Lawson,4,21364614,5.0,2.5,4.0,2.0,1.25,Irregular,,,,2.95,2,,,,,,
Patrick Walter,2,23074775,1.0,2.0,1.0,1.25,2.0,Regular,1.25,1.5,2.5,1.59,0,,,,,,
Roger Daniels,1,24852810,1.0,2.75,1.0,5.0,2.0,Irregular,,,,2.45,1,,,,,,
Kyle Sanchez,4,21415953,1.5,5.0,1.25,3.0,4.0,Irregular,,,,2.95,2,,,,,,
Heather Smith,2,23780506,2.0,1.25,5.0,2.25,3.0,Irregular,3.0,1.0,1.5,2.39,1,,,,,,
Heather Hartman,4,21379131,1.75,5.0,2.0,2.25,1.0,Irregular,,,,2.4,1,,,,,,
Traci Martin,1,24169776,2.0,3.0,1.0,4.0,5.0,Irregular,,,,3.07,2,,,,,,
Kevin Parrish,4,21836075,2.25,1.0,1.75,4.0,2.0,Irregular,,,,2.2,1,,,,,,
Mr. Timothy Hess,2,23734569,2.0,2.0,1.75,2.0,3.0,Regular,2.75,2.5,1.0,2.13,0,,,,,,
David Cooper,3,22020671,3.0,3.0,1.5,1.25,2.0,Regular,1.0,2.25,,2.0,0,,,,,,
Andrew Lopez,4,21428050,1.75,1.25,2.75,2.5,2.5,Regular,,,,2.15,0,,,,,,
Stephanie Cole,3,22548105,2.25,2.25,2.25,2.25,3.0,Regular,3.0,2.75,,2.54,0,,,,,,
Jonathan Duncan,4,21780153,2.75,1.75,1.75,2.0,2.0,Regular,,,,2.05,0,,,,,,
Anna Williams,1,24849129,5.0,2.75,1.25,5.0,1.5,Irregular,,,,2.96,2,,,,,,
Daisy Mason,4,21701953,1.75,4.0,1.25,2.25,4.0,Irregular,,,,2.65,2,,,,,,
Hailey Crawford PhD,2,23052132,2.0,2.25,1.5,3.0,2.25,Regular,1.5,2.25,1.0,1.97,0,,,,,,
Ryan Randolph,3,22373269,2.5,4.0,1.5,1.5,3.0,Irregular,1.0,2.75,,2.32,1,,,,,,
Caitlin Torres,2,23560694,4.0,2.0,5.0,2.25,1.75,Irregular,4.0,1.5,5.0,3.15,4,,,,,,
Yolanda Stephens,1,24256396,2.5,2.75,1.25,5.0,5.0,Irregular,,,,3.36,2,,,,,,
Kenneth Flores,2,23494422,1.0,1.0,1.75,4.0,2.25,Irregular,3.0,1.0,1.25,1.95,1,,,,,,
